2026-02-06T09:00:00Z INFO  request_id=REQ-021263 ip=198.51.100.91 method=POST path=/api/profile status=200 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:27:55Z INFO  request_id=REQ-208937 ip=198.51.100.240 method=DELETE path=/api/search?filter=sleep(5) status=500 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:27:56Z INFO  request_id=REQ-249672 ip=203.0.113.223 method=PUT path=/api/campaign/1816/creative status=200 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:27:57Z INFO  request_id=REQ-529062 ip=192.0.2.133 method=PUT path=/api/profile status=200 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:27:58Z INFO  request_id=REQ-051674 ip=198.51.100.221 method=GET path=/api/items status=204 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:27:59Z INFO  request_id=REQ-093560 ip=203.0.113.246 method=POST path=/api/login status=200 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:00Z INFO  request_id=REQ-921746 ip=192.0.2.234 method=POST path=/health status=403 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:28:01Z INFO  request_id=REQ-476039 ip=203.0.113.123 method=GET path=/health status=200 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:28:02Z INFO  request_id=REQ-306153 ip=203.0.113.74 method=GET path=/api/campaign/1817/creative status=403 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0" headline="Fronx & GV - FEB 2026"
2026-02-06T09:28:03Z INFO  request_id=REQ-826847 ip=203.0.113.43 method=DELETE path=/health status=401 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:28:04Z INFO  request_id=REQ-841824 ip=203.0.113.170 method=PUT path=/api/upload status=403 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0" cmd=whoami && dir
2026-02-06T09:28:05Z INFO  request_id=REQ-434519 ip=203.0.113.179 method=DELETE path=/api/search?filter=sleep(5) status=204 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:28:06Z INFO  request_id=REQ-295078 ip=198.51.100.4 method=PUT path=/api/campaign/1817/creative status=201 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0" headline="Brand A & Brand B - Spring Launch"
2026-02-06T09:28:07Z INFO  request_id=REQ-125811 ip=203.0.113.141 method=GET path=/api/login status=400 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:08Z INFO  request_id=REQ-206147 ip=192.0.2.36 method=POST path=/api/upload status=400 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0" exec=ping; cat /etc/passwd
2026-02-06T09:28:09Z INFO  request_id=REQ-134548 ip=203.0.113.135 method=POST path=/api/campaign/1816/creative status=201 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:28:10Z INFO  request_id=REQ-435805 ip=198.51.100.179 method=GET path=/api/campaign/1817/creative status=204 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:11Z INFO  request_id=REQ-495993 ip=203.0.113.84 method=DELETE path=/health status=500 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:12Z INFO  request_id=REQ-162069 ip=192.0.2.52 method=DELETE path=/api/campaign/1816/creative status=403 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0" headline="Brand A & Brand B - Spring Launch"
2026-02-06T09:28:13Z INFO  request_id=REQ-040433 ip=198.51.100.176 method=DELETE path=/api/profile status=400 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:14Z INFO  request_id=REQ-373409 ip=198.51.100.121 method=DELETE path=/api/profile status=200 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:15Z INFO  request_id=REQ-374516 ip=198.51.100.19 method=DELETE path=/download status=400 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:28:16Z INFO  request_id=REQ-882754 ip=198.51.100.2 method=POST path=/api/campaign/1817/creative status=201 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:17Z INFO  request_id=REQ-078887 ip=198.51.100.6 method=POST path=/download status=201 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:18Z INFO  request_id=REQ-126006 ip=203.0.113.13 method=POST path=/api/search status=500 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:19Z INFO  request_id=REQ-607684 ip=198.51.100.223 method=DELETE path=/api/campaign/1816/creative status=204 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:20Z INFO  request_id=REQ-136529 ip=198.51.100.53 method=PUT path=/download status=403 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:28:21Z INFO  request_id=REQ-546220 ip=198.51.100.150 method=GET path=/api/campaign/1816/creative status=401 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:22Z INFO  request_id=REQ-268020 ip=203.0.113.154 method=POST path=/api/items status=404 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:28:23Z INFO  request_id=REQ-481254 ip=198.51.100.121 method=PUT path=/api/upload status=401 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:28:24Z INFO  request_id=REQ-608796 ip=203.0.113.41 method=POST path=/api/search status=404 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:25Z INFO  request_id=REQ-753591 ip=198.51.100.41 method=POST path=/api/campaign/1817/creative status=200 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0" api_key=FAKEKEY_AHXTHV3A3ZMF8MDD
2026-02-06T09:28:26Z INFO  request_id=REQ-735771 ip=198.51.100.215 method=DELETE path=/api/profile status=404 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:27Z INFO  request_id=REQ-104829 ip=203.0.113.23 method=PUT path=/download?file=../../etc/passwd status=403 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:28:28Z INFO  request_id=REQ-521333 ip=198.51.100.107 method=GET path=/download status=200 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:28:29Z INFO  request_id=REQ-244559 ip=192.0.2.59 method=DELETE path=/api/search status=200 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:30Z INFO  request_id=REQ-887646 ip=203.0.113.72 method=DELETE path=/health status=500 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:28:31Z INFO  request_id=REQ-743259 ip=203.0.113.139 method=GET path=/health status=201 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:28:32Z INFO  request_id=REQ-040539 ip=203.0.113.161 method=DELETE path=/api/campaign/1816/creative status=403 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0" headline="Q1 Report - Sales & Growth"
2026-02-06T09:28:33Z INFO  request_id=REQ-545896 ip=198.51.100.21 method=POST path=/api/campaign/1817/creative status=500 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:28:34Z INFO  request_id=REQ-976630 ip=203.0.113.26 method=POST path=/api/upload status=404 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:28:35Z INFO  request_id=REQ-518649 ip=198.51.100.184 method=GET path=/api/login status=200 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:36Z INFO  request_id=REQ-751582 ip=203.0.113.131 method=DELETE path=/download?file=../../etc/passwd status=400 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:28:37Z INFO  request_id=REQ-343545 ip=203.0.113.222 method=POST path=/api/campaign/1817/creative status=400 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:38Z INFO  request_id=REQ-477868 ip=192.0.2.83 method=PUT path=/api/items status=200 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:39Z INFO  request_id=REQ-601046 ip=203.0.113.57 method=PUT path=/api/profile status=204 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:28:40Z INFO  request_id=REQ-510089 ip=203.0.113.236 method=GET path=/api/campaign/1816/creative status=201 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0" api_key=FAKEKEY_AHXTHV3A3ZMF8MDD
2026-02-06T09:28:41Z INFO  request_id=REQ-154378 ip=203.0.113.155 method=GET path=/api/search status=500 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:42Z INFO  request_id=REQ-581637 ip=198.51.100.92 method=DELETE path=/api/upload status=204 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:28:43Z INFO  request_id=REQ-807277 ip=198.51.100.245 method=PUT path=/api/search status=200 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:44Z INFO  request_id=REQ-246839 ip=198.51.100.116 method=POST path=/api/campaign/1816/creative status=403 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:28:45Z INFO  request_id=REQ-720505 ip=203.0.113.170 method=PUT path=/api/campaign/1816/creative status=201 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:46Z INFO  request_id=REQ-870375 ip=203.0.113.111 method=DELETE path=/download?file=..%2f..%2f..%2fetc%2fpasswd status=403 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:47Z INFO  request_id=REQ-873736 ip=198.51.100.140 method=PUT path=/api/login status=403 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:28:48Z INFO  request_id=REQ-100011 ip=203.0.113.171 method=GET path=/download status=500 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:49Z INFO  request_id=REQ-807224 ip=203.0.113.228 method=GET path=/api/profile status=404 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:50Z INFO  request_id=REQ-271885 ip=198.51.100.171 method=POST path=/api/campaign/1817/creative status=403 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0" headline="Q1 Report - Sales & Growth"
2026-02-06T09:28:51Z INFO  request_id=REQ-075715 ip=192.0.2.107 method=DELETE path=/health status=403 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:52Z INFO  request_id=REQ-490979 ip=198.51.100.45 method=GET path=/api/campaign/1816/creative status=200 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:28:53Z INFO  request_id=REQ-250824 ip=198.51.100.142 method=POST path=/download status=403 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:28:54Z INFO  request_id=REQ-440138 ip=192.0.2.71 method=PUT path=/api/search status=500 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:28:55Z INFO  request_id=REQ-489438 ip=198.51.100.209 method=GET path=/api/login status=404 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:28:56Z INFO  request_id=REQ-305776 ip=203.0.113.163 method=PUT path=/api/items status=500 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:28:57Z INFO  request_id=REQ-638820 ip=192.0.2.238 method=PUT path=/api/search status=200 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:28:58Z INFO  request_id=REQ-987226 ip=203.0.113.103 method=DELETE path=/api/campaign/1816/creative status=200 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:28:59Z INFO  request_id=REQ-042223 ip=198.51.100.188 method=GET path=/api/items status=403 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:00Z INFO  request_id=REQ-316554 ip=198.51.100.55 method=GET path=/api/campaign/1816/creative status=200 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:29:01Z INFO  request_id=REQ-244016 ip=198.51.100.129 method=GET path=/api/search status=200 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:02Z INFO  request_id=REQ-353924 ip=203.0.113.106 method=POST path=/api/login status=200 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:03Z INFO  request_id=REQ-406633 ip=198.51.100.195 method=DELETE path=/api/search status=401 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0" ref="https://example.com/"
2026-02-06T09:29:04Z INFO  request_id=REQ-862809 ip=192.0.2.181 method=POST path=/api/search?q=shoes status=401 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:05Z INFO  request_id=REQ-436990 ip=198.51.100.235 method=POST path=/api/campaign/1816/creative status=204 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:06Z INFO  request_id=REQ-040327 ip=203.0.113.37 method=GET path=/api/login status=401 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:07Z INFO  request_id=REQ-518203 ip=203.0.113.34 method=POST path=/api/campaign/1816/creative status=200 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:08Z INFO  request_id=REQ-066007 ip=198.51.100.137 method=PUT path=/api/campaign/1817/creative status=201 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:09Z INFO  request_id=REQ-113971 ip=203.0.113.154 method=PUT path=/api/items status=401 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:10Z INFO  request_id=REQ-352864 ip=192.0.2.45 method=PUT path=/api/upload status=401 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:11Z INFO  request_id=REQ-089276 ip=198.51.100.161 method=POST path=/api/profile status=500 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:12Z INFO  request_id=REQ-683806 ip=198.51.100.252 method=DELETE path=/api/items status=400 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:29:13Z INFO  request_id=REQ-731785 ip=203.0.113.235 method=DELETE path=/download status=204 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:29:14Z INFO  request_id=REQ-245324 ip=198.51.100.237 method=DELETE path=/download status=400 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:15Z INFO  request_id=REQ-569167 ip=203.0.113.228 method=PUT path=/api/campaign/1817/creative status=200 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:16Z INFO  request_id=REQ-739114 ip=192.0.2.165 method=DELETE path=/download status=201 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:17Z INFO  request_id=REQ-326437 ip=192.0.2.172 method=GET path=/download status=200 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:29:18Z INFO  request_id=REQ-552685 ip=203.0.113.20 method=DELETE path=/api/search?filter=sleep(5) status=400 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:19Z INFO  request_id=REQ-037660 ip=192.0.2.6 method=DELETE path=/api/campaign/1817/creative status=403 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:20Z INFO  request_id=REQ-180054 ip=198.51.100.246 method=GET path=/api/upload status=200 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:21Z INFO  request_id=REQ-199317 ip=198.51.100.102 method=POST path=/api/campaign/1816/creative status=201 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0" headline="Q1 Report - Sales & Growth"
2026-02-06T09:29:22Z INFO  request_id=REQ-728547 ip=203.0.113.221 method=PUT path=/api/search status=201 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:23Z INFO  request_id=REQ-061497 ip=203.0.113.118 method=GET path=/download status=200 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0" user_email=test.user@example.com action=reset_password
2026-02-06T09:29:24Z INFO  request_id=REQ-360913 ip=203.0.113.8 method=GET path=/download status=201 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:25Z INFO  request_id=REQ-071292 ip=203.0.113.108 method=DELETE path=/api/campaign/1817/creative status=204 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:26Z INFO  request_id=REQ-856000 ip=198.51.100.127 method=POST path=/api/search status=201 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0" user_email=test.user@example.com action=signup
2026-02-06T09:29:27Z INFO  request_id=REQ-957600 ip=198.51.100.168 method=POST path=/api/search status=200 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:29:28Z INFO  request_id=REQ-945098 ip=203.0.113.11 method=POST path=/api/profile status=200 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:29Z INFO  request_id=REQ-289321 ip=192.0.2.54 method=PUT path=/api/campaign/1817/creative status=200 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:30Z INFO  request_id=REQ-908909 ip=198.51.100.16 method=GET path=/api/items status=403 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:31Z INFO  request_id=REQ-718706 ip=192.0.2.35 method=PUT path=/health status=200 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:32Z INFO  request_id=REQ-800158 ip=198.51.100.82 method=POST path=/health status=200 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:29:33Z INFO  request_id=REQ-454246 ip=192.0.2.142 method=GET path=/api/search status=403 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:29:34Z INFO  request_id=REQ-152213 ip=192.0.2.20 method=POST path=/api/login status=400 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:35Z INFO  request_id=REQ-691058 ip=198.51.100.43 method=PUT path=/api/campaign/1816/creative status=403 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:36Z INFO  request_id=REQ-134894 ip=203.0.113.153 method=PUT path=/download?file=..%2f..%2f..%2fetc%2fpasswd status=403 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:29:37Z INFO  request_id=REQ-659590 ip=192.0.2.152 method=PUT path=/download status=403 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:29:38Z INFO  request_id=REQ-235881 ip=203.0.113.186 method=GET path=/health status=200 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:39Z INFO  request_id=REQ-332846 ip=192.0.2.76 method=PUT path=/api/login status=201 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:40Z INFO  request_id=REQ-698275 ip=192.0.2.225 method=GET path=/api/search status=401 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:41Z INFO  request_id=REQ-450417 ip=192.0.2.90 method=POST path=/api/campaign/1816/creative status=201 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:42Z INFO  request_id=REQ-525485 ip=198.51.100.156 method=PUT path=/api/search?q=cars status=200 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:43Z INFO  request_id=REQ-828112 ip=203.0.113.8 method=PUT path=/api/campaign/1817/creative status=400 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0" api_key=FAKEKEY_AHXTHV3A3ZMF8MDD
2026-02-06T09:29:44Z INFO  request_id=REQ-165909 ip=198.51.100.31 method=PUT path=/health status=200 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0" user_email=sales-team@example.com action=support_ticket
2026-02-06T09:29:45Z INFO  request_id=REQ-158036 ip=203.0.113.242 method=PUT path=/api/campaign/1817/creative status=204 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:46Z INFO  request_id=REQ-759924 ip=198.51.100.205 method=DELETE path=/api/profile status=200 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:47Z INFO  request_id=REQ-556023 ip=203.0.113.165 method=GET path=/api/campaign/1817/creative status=403 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:48Z INFO  request_id=REQ-126772 ip=192.0.2.211 method=DELETE path=/api/campaign/1817/creative status=201 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0" headline="Rock & Roll Night - Promo"
2026-02-06T09:29:49Z INFO  request_id=REQ-537525 ip=203.0.113.1 method=DELETE path=/download status=500 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:29:50Z INFO  request_id=REQ-858437 ip=198.51.100.85 method=DELETE path=/health status=201 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:29:51Z INFO  request_id=REQ-403149 ip=198.51.100.170 method=GET path=/download?file=../../etc/passwd status=400 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:29:52Z INFO  request_id=REQ-202436 ip=203.0.113.157 method=DELETE path=/api/profile status=204 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:29:53Z INFO  request_id=REQ-818856 ip=192.0.2.191 method=POST path=/api/profile status=200 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:54Z INFO  request_id=REQ-241132 ip=198.51.100.154 method=GET path=/api/items status=404 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:29:55Z INFO  request_id=REQ-938531 ip=192.0.2.95 method=DELETE path=/api/search status=200 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0" user_email=alice.smith@example.com action=signup
2026-02-06T09:29:56Z INFO  request_id=REQ-762120 ip=203.0.113.138 method=POST path=/api/upload status=401 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:57Z INFO  request_id=REQ-639664 ip=192.0.2.125 method=PUT path=/api/campaign/1816/creative status=500 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:29:58Z INFO  request_id=REQ-049116 ip=203.0.113.46 method=DELETE path=/download status=500 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:29:59Z INFO  request_id=REQ-398791 ip=192.0.2.151 method=POST path=/api/upload status=200 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:30:00Z INFO  request_id=REQ-014605 ip=203.0.113.63 method=POST path=/api/items status=500 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
2026-02-06T09:30:01Z INFO  request_id=REQ-606153 ip=192.0.2.97 method=POST path=/api/campaign/1816/creative status=400 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:30:02Z INFO  request_id=REQ-707350 ip=198.51.100.149 method=POST path=/api/campaign/1817/creative status=200 ua="Mozilla/5.0 (X11; Linux x86_64) Firefox/122.0"
2026-02-06T09:30:03Z INFO  request_id=REQ-827036 ip=198.51.100.235 method=GET path=/api/profile status=400 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:30:04Z INFO  request_id=REQ-847127 ip=192.0.2.174 method=GET path=/api/login status=403 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0" api_key=FAKEKEY_AHXTHV3A3ZMF8MDD
2026-02-06T09:30:05Z INFO  request_id=REQ-733667 ip=192.0.2.33 method=GET path=/api/campaign/1816/creative status=404 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:30:06Z INFO  request_id=REQ-406761 ip=192.0.2.18 method=GET path=/download status=403 ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/144.0.0.0"
2026-02-06T09:30:07Z INFO  request_id=REQ-064431 ip=192.0.2.176 method=DELETE path=/api/login status=404 ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Chrome/144.0.0.0"
